Bitcoin,BTC,https://coinmarketcap.com/currencies/bitcoin/,3640.628882
Ethereum,ETH,https://coinmarketcap.com/currencies/ethereum/,123.811755035
XRP,XRP,https://coinmarketcap.com/currencies/ripple/,0.302627483574
Litecoin,LTC,https://coinmarketcap.com/currencies/litecoin/,44.0134546511
EOS,EOS,https://coinmarketcap.com/currencies/eos/,2.83220737449
Bitcoin Cash,BCH,https://coinmarketcap.com/currencies/bitcoin-cash/,122.65477018
Tether,USDT,https://coinmarketcap.com/currencies/tether/,1.00178542339
TRON,TRX,https://coinmarketcap.com/currencies/tron/,0.0239995452776
Stellar,XLM,https://coinmarketcap.com/currencies/stellar/,0.0783130597506
Binance Coin,BNB,https://coinmarketcap.com/currencies/binance-coin/,9.14446590726
Bitcoin SV,BSV,https://coinmarketcap.com/currencies/bitcoin-sv/,62.3152105641
Cardano,ADA,https://coinmarketcap.com/currencies/cardano/,0.0411096247485
Monero,XMR,https://coinmarketcap.com/currencies/monero/,47.159770698
IOTA,MIOTA,https://coinmarketcap.com/currencies/iota/,0.275247253323
Dash,DASH,https://coinmarketcap.com/currencies/dash/,79.8750172403
NEO,NEO,https://coinmarketcap.com/currencies/neo/,8.06048549575
Maker,MKR,https://coinmarketcap.com/currencies/maker/,513.063258857
Ethereum Classic,ETC,https://coinmarketcap.com/currencies/ethereum-classic/,4.08742822474
NEM,XEM,https://coinmarketcap.com/currencies/nem/,0.0417525766225
Zcash,ZEC,https://coinmarketcap.com/currencies/zcash/,51.6347640457
Waves,WAVES,https://coinmarketcap.com/currencies/waves/,2.62631673331
Tezos,XTZ,https://coinmarketcap.com/currencies/tezos/,0.43228843403
USD Coin,USDC,https://coinmarketcap.com/currencies/usd-coin/,1.01232622233
VeChain,VET,https://coinmarketcap.com/currencies/vechain/,0.00414382091737
Dogecoin,DOGE,https://coinmarketcap.com/currencies/dogecoin/,0.00192227398241
TrueUSD,TUSD,https://coinmarketcap.com/currencies/trueusd/,1.01195836546
Ontology,ONT,https://coinmarketcap.com/currencies/ontology/,0.633265376341
Bitcoin Gold,BTG,https://coinmarketcap.com/currencies/bitcoin-gold/,10.3062867742
Holo,HOT,https://coinmarketcap.com/currencies/holo/,0.00130759123699
Qtum,QTUM,https://coinmarketcap.com/currencies/qtum/,1.94599437299
OmiseGO,OMG,https://coinmarketcap.com/currencies/omisego/,1.22746746728
Basic Attenti...,BAT,https://coinmarketcap.com/currencies/basic-attention-token/,0.127792769845
Decred,DCR,https://coinmarketcap.com/currencies/decred/,16.8614831434
Chainlink,LINK,https://coinmarketcap.com/currencies/chainlink/,0.436163231471
Augur,REP,https://coinmarketcap.com/currencies/augur/,13.5426564105
Zilliqa,ZIL,https://coinmarketcap.com/currencies/zilliqa/,0.0175071222567
0x,ZRX,https://coinmarketcap.com/currencies/0x/,0.232685664005
Lisk,LSK,https://coinmarketcap.com/currencies/lisk/,1.16437594051
Paxos Standar...,PAX,https://coinmarketcap.com/currencies/paxos-standard-token/,1.01178704557
Bytecoin,BCN,https://coinmarketcap.com/currencies/bytecoin-bcn/,0.00062235967055
Pundi X,NPXS,https://coinmarketcap.com/currencies/pundi-x/,0.00067211138171
Nano,NANO,https://coinmarketcap.com/currencies/nano/,0.841876809057
BitShares,BTS,https://coinmarketcap.com/currencies/bitshares/,0.0414136616294
Bitcoin Diamond,BCD,https://coinmarketcap.com/currencies/bitcoin-diamond/,0.723168782909
ICON,ICX,https://coinmarketcap.com/currencies/icon/,0.222421259877
DigiByte,DGB,https://coinmarketcap.com/currencies/digibyte/,0.00897482042792
Steem,STEEM,https://coinmarketcap.com/currencies/steem/,0.322114780006
Aeternity,AE,https://coinmarketcap.com/currencies/aeternity/,0.417375581635
Verge,XVG,https://coinmarketcap.com/currencies/verge/,0.00599516051435
Siacoin,SC,https://coinmarketcap.com/currencies/siacoin/,0.00227818116526
Komodo,KMD,https://coinmarketcap.com/currencies/komodo/,0.766326667326
Stratis,STRAT,https://coinmarketcap.com/currencies/stratis/,0.834820402391
IOST,IOST,https://coinmarketcap.com/currencies/iostoken/,0.0068026456726
Bytom,BTM,https://coinmarketcap.com/currencies/bytom/,0.0799981836704
Gemini Dollar,GUSD,https://coinmarketcap.com/currencies/gemini-dollar/,1.00785844225
Dai,DAI,https://coinmarketcap.com/currencies/dai/,0.989025861498
Revain,R,https://coinmarketcap.com/currencies/revain/,0.144623414147
THETA,THETA,https://coinmarketcap.com/currencies/theta/,0.0887210824651
Status,SNT,https://coinmarketcap.com/currencies/status/,0.0193533091949
Populous,PPT,https://coinmarketcap.com/currencies/populous/,1.25609683293
REPO,REPO,https://coinmarketcap.com/currencies/repo/,0.549076249214
